type,raid_group_name,member_name,character_name,character_class,character_is_alt,character_inactive_at,character_note,sort_order,item_name,item_id,is_offspec,note,received_at,import_id,item_note,item_prio_note,item_tier,item_tier_label,created_at,updated_at
received,"Main raid",Kralik,Skyquila,Druid,0,,rawr,0,"Shawl of Haunted Memories",45529,0,,"2023-05-07 00:00:00",1683489571-24-Skyqui,,,,3,,"2023-05-07 21:14:51","2023-05-11 13:16:51"
received,"Main raid",Kralik,Skyquila,Druid,0,,rawr,0,"Gauntlets of the Wayward Vanquisher",45643,1,,"2023-05-11 00:00:00",1683837089-8-Skyquil,,,,3,,"2023-05-11 21:35:02",
received,"Main raid",Kralik,Skyquila,Druid,0,,rawr,0,"Mantle of the Wayward Vanquisher",45658,1,,"2023-05-11 00:00:00",1683839980-19-Skyqui,,,,3,,"2023-05-11 21:35:02",
received,"Main raid",Kralik,Skyquila,Druid,0,,rawr,0,"Crown of the Wayward Vanquisher",45640,0,,"2023-05-25 00:00:00",1685041486-35-Skyqui,,,,3,,"2023-05-25 21:31:37",
received,"Main raid",Kralik,Skyquila,Druid,0,,rawr,0,"Sandals of Rash Temperament",45258,0,,"2023-06-01 00:00:00",1685640538-3-Skyquil,,,,3,,"2023-06-01 21:31:20",
received,"Main raid",Kralik,Skyquila,Druid,0,,rawr,0,Ironmender,45271,0,,"2023-06-01 00:00:00",1685641202-9-Skyquil,,,,1,,"2023-06-01 21:31:20",
received,"Main raid",Kralik,Skyquila,Druid,0,,rawr,0,"Solar Bindings",45611,0,,"2023-06-01 00:00:00",1685646444-18-Skyqui,,,,1,,"2023-06-01 21:31:20",
received,"Main raid",Kralik,Skyquila,Druid,0,,rawr,0,"Vestments of the Blind Denizen",45519,0,,"2023-06-01 00:00:00",1685649337-32-Skyqui,,,,2,,"2023-06-01 21:31:20",
received,"Main raid",Kralik,Skyquila,Druid,0,,rawr,1,"Runed Ironhide Boots",45232,1,,"2023-03-02 00:00:00",1677788519-3-Skyquil,,,,2,,"2023-03-02 22:25:29","2023-03-02 22:30:06"
received,"Main raid",Kralik,Skyquila,Druid,0,,rawr,2,"Raiments of the Iron Council",45240,1,,"2023-03-02 00:00:00",1677788278-1-Skyquil,,,,3,,"2023-03-02 22:25:29","2023-03-02 22:30:06"
received,"Main raid",Kralik,Skyquila,Druid,0,,rawr,3,"Ring of the Vacant Eye",45515,0,,"2023-02-26 00:00:00",1677440894-6-Skyquil,,,,2,,"2023-02-26 21:48:33","2023-03-02 22:30:06"
received,"Main raid",Kralik,Skyquila,Druid,0,,rawr,4,"Embrace of the Leviathan",45119,0,,"2023-02-23 00:00:00",1677178030-1-Skyquil,,,,4,,"2023-02-23 22:16:44","2023-03-02 22:30:06"
received,"Main raid",Kralik,Skyquila,Druid,0,,rawr,5,"Relic Hunter's Cord",45547,0,,"2023-02-23 00:00:00",1677184498-40-Skyqui,,,,3,,"2023-02-23 22:16:44","2023-03-02 22:30:06"
received,"Main raid",Kralik,Skyquila,Druid,0,,rawr,6,"Boots of Hasty Revival",45260,0,,"2023-02-23 00:00:00",1677179736-12-Skyqui,,,,3,,"2023-02-23 22:16:44","2023-03-02 22:30:06"
received,"Main raid",Kralik,Skyquila,Druid,0,,rawr,7,"Breastplate of the Wayward Vanquisher",45634,1,,"2023-02-19 00:00:00",1676839807-6-Skyquil,,,,3,,"2023-02-19 22:18:38","2023-03-02 22:30:06"
received,"Main raid",Kralik,Skyquila,Druid,0,,rawr,8,"Sanity's Bond",45530,1,,"2023-02-19 00:00:00",1676844538-18-Skyqui,,,,3,,"2023-02-19 22:18:38","2023-03-02 22:30:06"
received,"Main raid",Kralik,Skyquila,Druid,0,,rawr,9,"Phaelia's Vestments of the Sprouting Seed",45237,1,,"2023-02-19 00:00:00",1676837302-1-Skyquil,,,,3,,"2023-02-19 22:18:38","2023-03-02 22:30:06"
received,"Main raid",Kralik,Skyquila,Druid,0,,rawr,10,"Belt of the Darkspeaker",45508,1,,"2023-02-19 00:00:00",1676841213-12-Skyqui,,,,4,,"2023-02-19 22:18:38","2023-03-02 22:30:06"
received,"Main raid",Kralik,Skyquila,Druid,0,,rawr,11,"Legplates of the Wayward Vanquisher",45655,0,,"2023-02-16 00:00:00",1676580458-26-Skyqui,,,,2,,"2023-02-16 22:02:11","2023-03-02 22:30:06"
received,"Main raid",Kralik,Skyquila,Druid,0,,rawr,12,"Leggings of the Lifetender",45482,1,,"2023-02-16 00:00:00",1676580474-28-Skyqui,,,,2,,"2023-02-16 22:02:11","2023-03-02 22:30:06"
received,"Main raid",Kralik,Skyquila,Druid,0,,rawr,13,Dreambinder,45613,0,,"2023-02-12 00:00:00",1676234648-10-Skyqui,,,,2,,"2023-02-12 22:40:12","2023-03-02 22:30:06"
received,"Main raid",Kralik,Skyquila,Druid,0,,rawr,14,"Belt of the Sleeper",45548,1,,"2023-02-09 00:00:00",1675976051-14-Skyqui,,,,3,,"2023-02-09 22:29:06","2023-03-02 22:30:06"
received,"Main raid",Kralik,Skyquila,Druid,0,,rawr,15,"Idol of the Crying Wind",45270,1,,"2023-02-09 00:00:00",1675976861-20-Skyqui,,,,2,,"2023-02-09 22:29:06","2023-03-02 22:30:06"
received,"Main raid",Kralik,Skyquila,Druid,0,,rawr,16,"Idol of the Corruptor",45509,1,,"2023-02-05 00:00:00",1675630474-7-Skyquil,,,,5,,"2023-02-05 21:47:45","2023-03-02 22:30:06"
received,"Main raid",Kralik,Skyquila,Druid,0,,rawr,17,"Shackles of the Odalisque",45146,1,,"2023-02-02 00:00:00",1675367305-9-Skyquil,,,,3,,"2023-02-02 22:14:50","2023-03-02 22:30:06"
received,"Main raid",Kralik,Skyquila,Druid,0,,rawr,18,"Grips of the Unbroken",45512,1,,"2023-01-29 00:00:00",1675025377-5-Skyquil,,,,3,,"2023-02-12 18:41:00","2023-03-02 22:30:06"
received,"Main raid",Kralik,Skyquila,Druid,0,,rawr,19,"Mantle of the Wayward Vanquisher",45658,0,,"2023-01-29 00:00:00",1675027498-1-Skyquil,,,,3,,"2023-02-12 18:41:00","2023-03-02 22:30:06"
received,"Main raid",Kralik,Skyquila,Druid,0,,rawr,20,"Unwavering Stare",45439,1,,"2023-01-26 00:00:00",1674763961-21-Skyqui,,,,3,,"2023-01-26 22:08:29","2023-03-02 22:30:06"
received,"Main raid",Kralik,Skyquila,Druid,0,,rawr,21,"Cindershard Ring",45157,0,,"2023-01-22 00:00:00",1674416847-7-Skyquil,,,,3,,"2023-01-24 08:44:19","2023-03-02 22:30:06"
received,"Main raid",Kralik,Skyquila,Druid,0,,rawr,22,"Unwavering Stare",45439,1,,"2023-01-22 00:00:00",1674419076-20-Skyqui,,,,3,,"2023-01-24 08:44:19","2023-03-02 22:30:06"
received,"Main raid",Kralik,Skyquila,Druid,0,,rawr,23,"Bracers of the Broodmother",45149,1,,"2023-01-22 00:00:00",1674416280-1-Skyquil,,,,4,,"2023-01-24 08:44:19","2023-03-02 22:30:06"
received,"Main raid",Kralik,Skyquila,Druid,0,,rawr,24,"Twisted Visage",45256,0,,"2023-01-22 00:00:00",1674417657-12-Skyqui,,,,2,,"2023-01-24 08:44:19","2023-03-02 22:30:06"
received,"Main raid",Kralik,Skyquila,Druid,0,,rawr,25,"Mechanist's Bindings",45108,0,,"2023-01-22 00:00:00",1674416263-0-Skyquil,,,,3,,"2023-01-24 08:44:19","2023-03-02 22:30:06"
received,"Main raid",Kralik,Skyquila,Druid,0,,rawr,26,"Large Satchel of Spoils",43346,0,,"2023-01-19 20:46:00",1674159939-73-Skyqui,,,,,,"2023-01-19 20:46:00","2023-03-02 22:30:06"
received,"Main raid",Kralik,Skyquila,Druid,0,,rawr,27,"Footwraps of Vile Deceit",40243,1,,"2023-01-19 20:46:00",1674157463-37-Skyqui,,,,,,"2023-01-19 20:46:00","2023-03-02 22:30:06"
received,"Main raid",Kralik,Skyquila,Druid,0,,rawr,28,"Breastplate of the Lost Vanquisher",40627,0,,"2023-01-12 22:17:41",1673548443-10-Skyqui,,,,,,"2023-01-12 22:17:41","2023-03-02 22:30:06"
received,"Main raid",Kralik,Skyquila,Druid,0,,rawr,29,"Mantle of the Lost Vanquisher",40639,0,,"2023-01-12 22:17:41",1673550051-27-Skyqui,,,,,,"2023-01-12 22:17:41","2023-03-02 22:30:06"
received,"Main raid",Kralik,Skyquila,Druid,0,,rawr,30,"Large Satchel of Spoils",43346,0,,"2023-01-05 21:44:10",1672946246-9-Skyquil,,,,,,"2023-01-05 21:44:10","2023-03-02 22:30:06"
received,"Main raid",Kralik,Skyquila,Druid,0,,rawr,31,"Mantle of the Lost Vanquisher",40639,0,,"2023-01-05 21:44:10",1672951778-45-Skyqui,,,,,,"2023-01-05 21:44:10","2023-03-02 22:30:06"
received,"Main raid",Kralik,Skyquila,Druid,0,,rawr,32,"Belt of the Tortured",40260,0,,"2023-01-05 21:44:10",1672949136-3-Skyquil,,,,,,"2023-01-05 21:44:10","2023-03-02 22:30:06"
received,"Main raid",Kralik,Skyquila,Druid,0,,rawr,33,"Boots of Persuasion",40269,1,,"2023-01-03 00:00:00",10861570062941581700,,,,,,"2023-01-05 18:52:09","2023-03-02 22:30:06"
received,"Main raid",Kralik,Skyquila,Druid,0,,rawr,34,"Aged Winter Cloak",40250,0,,"2022-12-15 00:00:00",1671130035-13-Skyqui,,,,,,"2022-12-15 21:45:06","2023-03-02 22:30:06"
received,"Main raid",Kralik,Skyquila,Druid,0,,rawr,35,"Gauntlets of the Lost Vanquisher",40630,0,,"2022-12-15 00:00:00",1671128800-6-Skyquil,,,,,,"2022-12-15 21:45:06","2023-03-02 22:30:06"
received,"Main raid",Kralik,Skyquila,Druid,0,,rawr,36,"Journey's End",40388,0,,"2022-12-15 00:00:00",1671134887-21-Skyqui,,,,,,"2022-12-15 21:45:06","2023-03-02 22:30:06"
received,"Main raid",Kralik,Skyquila,Druid,0,,rawr,37,"The Undeath Carrier",40233,1,,"2022-12-01 00:00:00",1669924841-39-Skyqui,,,,,,"2022-12-01 22:48:29","2023-03-02 22:30:06"
received,"Main raid",Kralik,Skyquila,Druid,0,,rawr,38,"Mantle of the Lost Vanquisher",40639,1,,"2022-12-01 00:00:00",1669924528-31-Skyqui,,,,,,"2022-12-01 22:48:29","2023-03-02 22:30:06"
received,"Main raid",Kralik,Skyquila,Druid,0,,rawr,39,"The Undeath Carrier",40233,1,,"2022-12-01 00:00:00",1669925356-47-Skyqui,,,,,,"2022-12-01 22:48:29","2023-03-02 22:30:06"
received,"Main raid",Kralik,Skyquila,Druid,0,,rawr,40,"Headpiece of Reconciliation",44007,1,,"2022-12-01 00:00:00",1669922015-2-Skyquil,,,,,,"2022-12-01 22:48:29","2023-03-02 22:30:06"
received,"Main raid",Kralik,Skyquila,Druid,0,,rawr,41,"Breastplate of the Lost Vanquisher",40627,1,,"2022-11-24 00:00:00",1669324120-63-Skyqui,,,,,,"2022-11-24 21:48:02","2023-03-02 22:30:06"
received,"Main raid",Kralik,Skyquila,Druid,0,,rawr,42,"Origin of Nightmares",40280,1,,"2022-11-24 00:00:00",1669320701-18-Skyqui,,,,,,"2022-11-24 21:48:02","2023-03-02 22:30:06"
received,"Main raid",Kralik,Skyquila,Druid,0,,rawr,43,"Mantle of the Lost Vanquisher",40639,1,,"2022-11-24 00:00:00",1669322550-40-Skyqui,,,,,,"2022-11-24 21:48:02","2023-03-02 22:30:06"
received,"Main raid",Kralik,Skyquila,Druid,0,,rawr,44,"Surplus Limb",40273,0,,"2022-11-24 00:00:00",1669320727-20-Skyqui,,,,,,"2022-11-24 21:48:02","2023-03-02 22:30:06"
received,"Main raid",Kralik,Skyquila,Druid,0,,rawr,45,"Breastplate of the Lost Vanquisher",40627,0,,"2022-11-10 00:00:00",166811408640627-Skyq,,,,,,"2022-11-10 22:24:03","2023-03-02 22:30:06"
received,"Main raid",Kralik,Skyquila,Druid,0,,rawr,46,"Lost Jewel",40080,0,,"2022-11-10 00:00:00",166811203240080-Skyq,,,,,,"2022-11-10 22:24:03","2023-03-02 22:30:06"
received,"Main raid",Kralik,Skyquila,Druid,0,,rawr,47,"Idol of Worship",39757,0,,"2022-10-27 00:00:00",166690218539757-Skyq,,,,,,"2022-10-27 21:12:41","2023-03-02 22:30:06"
received,"Main raid",Kralik,Skyquila,Druid,0,,rawr,48,"Tunic of Indulgence",40277,0,,"2022-10-27 00:00:00",166689879340277-Skyq,,,,,,"2022-10-27 21:12:41","2023-03-02 22:30:06"
received,"Main raid",Kralik,Skyquila,Druid,0,,rawr,49,"Reins of the Twilight Drake",43954,0,,"2022-10-27 00:00:00",166690329743954-Skyq,,,,,,"2022-10-27 21:12:41","2023-03-02 22:30:06"
received,"Main raid",Kralik,Skyquila,Druid,0,,rawr,50,"Torch of Holy Fire",40395,0,,"2022-10-27 00:00:00",166690207740395-Skyq,,,,,,"2022-10-27 21:12:41","2023-03-02 22:30:06"
received,"Main raid",Kralik,Skyquila,Druid,0,,rawr,51,"Idol of Awakening",40342,0,,"2022-10-27 00:00:00",166689806140342-Skyq,,,,,,"2022-10-27 21:12:41","2023-03-02 22:30:06"
received,"Main raid",Kralik,Skyquila,Druid,0,,rawr,52,"Legplates of the Lost Vanquisher",40636,0,,"2022-10-27 00:00:00",166690237340636-Skyq,,,,,,"2022-10-27 21:12:41","2023-03-02 22:30:06"
received,"Main raid",Kralik,Skyquila,Druid,0,,rawr,53,"Crown of the Lost Vanquisher",40633,0,,"2022-10-27 00:00:00",166690134640633-Skyq,,,,,,"2022-10-27 21:12:41","2023-03-02 22:30:06"
received,"Main raid",Kralik,Skyquila,Druid,0,,rawr,54,"Mantle of the Lost Vanquisher",40639,0,,"2022-10-13 00:00:00",166569445340639-Skyq,,,,,,"2022-10-21 08:22:05","2023-03-02 22:30:06"
received,"Main raid",Kralik,Skyquila,Druid,0,,rawr,55,"Blanketing Robes of Snow",40194,1,,"2022-10-13 00:00:00",166569281540194-Skyq,,,,,,"2022-10-21 08:22:05","2023-03-02 22:30:06"
received,"Main raid",Kralik,Skyquila,Druid,0,,rawr,56,"The Impossible Dream",40244,0,,"2022-10-13 00:00:00",166569452840244-Skyq,,,,,,"2022-10-21 08:22:05","2023-03-02 22:30:06"
received,"Main raid",Kralik,Skyquila,Druid,0,,rawr,57,"Wraps of the Persecuted",40303,1,,"2022-10-13 00:00:00",166568803040303-Skyq,,,,,,"2022-10-21 08:22:05","2023-03-02 22:30:06"
received,"Main raid",Kralik,Skyquila,Druid,0,,rawr,58,"Gauntlets of the Lost Vanquisher",40630,0,,"2022-10-11 00:00:00",166551889140630-Skyq,,,,,,"2022-10-21 08:21:13","2023-03-02 22:30:06"
received,"Main raid",Kralik,Skyquila,Druid,0,,rawr,59,"Icy Blast Amulet",40369,1,,"2022-10-11 00:00:00",166551635140369-Skyq,,,,,,"2022-10-21 08:21:13","2023-03-02 22:30:06"
received,"Main raid",Kralik,Skyquila,Druid,0,,rawr,60,"Esteemed Bindings",40323,0,,"2022-10-09 00:00:00",166535057740323-Skyq,,,,,,"2022-10-21 08:17:28","2023-03-02 22:30:06"
received,"Main raid",Kralik,Skyquila,Druid,0,,rawr,61,"Idol of the Shooting Star",40321,0,,"2022-10-09 00:00:00",166535076940321-Skyq,,,,,,"2022-10-21 08:17:28","2023-03-02 22:30:06"
received,"Main raid",malloc,Strålende,Paladin,0,,,0,"Crazed Construct Ring",45250,0,,"2023-02-02 00:00:00",1675369301-13-Stråle,,,,1,,"2023-02-02 22:14:50",
received,"Main raid",malloc,Strålende,Paladin,0,,,0,"Iron-studded Mantle",45227,0,,"2023-02-02 00:00:00",1675370120-17-Stråle,,,,5,,"2023-02-02 22:14:50",
received,"Main raid",malloc,Strålende,Paladin,0,,,0,Worldcarver,45165,0,,"2023-02-09 00:00:00",1675970584-5-Strålen,,,,3,,"2023-02-09 22:29:06",
received,"Main raid",malloc,Strålende,Paladin,0,,,0,"Breastplate of the Wayward Conqueror",45632,0,,"2023-02-09 00:00:00",1675978544-24-Stråle,,,,3,,"2023-02-09 22:29:06",
received,"Main raid",malloc,Strålende,Paladin,0,,,0,"Garona's Guise",45523,0,,"2023-02-12 00:00:00",1676239487-17-Stråle,,,,3,,"2023-02-12 22:40:12",
received,"Main raid",malloc,Strålende,Paladin,0,,,0,"Strength of the Automaton",45106,0,,"2023-03-02 00:00:00",1677785770-0-Strålen,,,,3,,"2023-03-02 22:25:29",
received,"Main raid",malloc,Strålende,Paladin,0,,,0,"Mechanist's Bindings",45108,0,,"2023-03-09 00:00:00",1678389852-2-Strålen,,,,3,,"2023-03-09 22:02:12",
received,"Main raid",malloc,Strålende,Paladin,0,,,0,"Boundless Gaze",45610,0,,"2023-03-12 00:00:00",,,,,1,,"2023-03-12 21:12:59",
received,"Main raid",malloc,Strålende,Paladin,0,,,0,"Warhelm of the Champion",45472,0,,"2023-03-16 22:15:13",1678996824-9-Strålen,,,,1,,"2023-03-16 22:15:13",
received,"Main raid",malloc,Strålende,Paladin,0,,,1,"Elevated Lair Pauldrons",40590,0,,"2022-12-08 00:00:00",1670535570-0-Strålen,,,,,,"2022-12-08 22:00:26","2023-01-12 20:16:59"
received,"Main raid",malloc,Strålende,Paladin,0,,,2,"Living Ice Crystals",40532,0,,"2022-12-08 00:00:00",1670535743-3-Strålen,,,,,,"2022-12-08 22:00:26","2023-01-12 20:16:59"
received,"Main raid",malloc,Strålende,Paladin,0,,,3,"Cosmic Lights",40374,1,,"2022-12-01 00:00:00",1669927154-6-Strålen,,,,,,"2022-12-01 22:48:29","2023-01-12 20:16:59"
received,"Main raid",malloc,Strålende,Paladin,0,,,4,"Epaulets of the Grieving Servant",39725,1,,"2022-12-01 00:00:00",1669925134-40-Stråle,,,,,,"2022-12-01 22:48:29","2023-01-12 20:16:59"
received,"Main raid",malloc,Strålende,Paladin,0,,,5,"Legplates of the Lost Conqueror",40634,0,,"2022-12-01 00:00:00",1669923796-25-Stråle,,,,,,"2022-12-01 22:48:29","2023-01-12 20:16:59"
received,"Main raid",malloc,Strålende,Paladin,0,,,6,"Lost Jewel",40080,1,,"2022-12-01 00:00:00",1669923029-12-Stråle,,,,,,"2022-12-01 22:48:29","2023-01-12 20:16:59"
received,"Main raid",malloc,Strålende,Paladin,0,,,7,"Breastplate of the Lost Conqueror",40625,0,,"2022-12-01 00:00:00",1669927024-3-Strålen,,,,,,"2022-12-01 22:48:29","2023-01-12 20:16:59"
received,"Main raid",malloc,Strålende,Paladin,0,,,8,"Legguards of the Apostle",40204,1,,"2022-12-01 00:00:00",1669924653-35-Stråle,,,,,,"2022-12-01 22:48:29","2023-01-12 20:16:59"
received,"Main raid",malloc,Strålende,Paladin,0,,,9,"Sash of Solitude",40271,1,,"2022-12-01 00:00:00",1669923108-18-Stråle,,,,,,"2022-12-01 22:48:29","2023-01-12 20:16:59"
received,"Main raid",malloc,Strålende,Paladin,0,,,10,"Chestplate of the Great Aspects",40453,1,,"2022-12-01 00:00:00",1669922068-4-Strålen,,,,,,"2022-12-01 22:48:29","2023-01-12 20:16:59"
received,"Main raid",malloc,Strålende,Paladin,0,,,11,"Gloves of Fast Reactions",40362,0,,"2022-12-01 00:00:00",1669927681-9-Strålen,,,,,,"2022-12-01 22:48:29","2023-01-12 20:16:59"
received,"Main raid",malloc,Strålende,Paladin,0,,,12,"Swarm Bindings",39722,1,,"2022-12-01 00:00:00",1669925295-43-Stråle,,,,,,"2022-12-01 22:48:29","2023-01-12 20:16:59"
received,"Main raid",malloc,Strålende,Paladin,0,,,13,"Helm of Pilgrimage",40235,1,,"2022-12-01 00:00:00",1669924516-29-Stråle,,,,,,"2022-12-01 22:48:29","2023-01-12 20:16:59"
received,"Main raid",malloc,Strålende,Paladin,0,,,14,"Cloak of Averted Crisis",40254,1,,"2022-12-01 00:00:00",1669923073-15-Stråle,,,,,,"2022-12-01 22:48:29","2023-01-12 20:16:59"
received,"Main raid",malloc,Strålende,Paladin,0,,,15,"Libram of Radiance",40191,0,,"2022-11-17 00:00:00",1668716068-35-Stråle,,,,,,"2022-11-17 21:57:26","2023-01-12 20:16:59"
received,"Main raid",malloc,Strålende,Paladin,0,,,16,"Cryptfiend's Bite",40208,0,,"2022-11-17 00:00:00",1668716081-36-Stråle,,,,,,"2022-11-17 21:57:26","2023-01-12 20:16:59"
received,"Main raid",Sugarbabe,Sugarheart,Mage,0,,,0,"Asimov's Drape",45493,0,,"2023-01-22 00:00:00",1674425172-40-Sugarh,,,,3,,"2023-01-24 08:44:19",
received,"Main raid",Sugarbabe,Sugarheart,Mage,0,,,0,"Handwraps of the Vigilant",45520,0,,"2023-02-05 00:00:00",1675630461-5-Sugarhe,,,,2,,"2023-02-05 21:47:45",
received,"Main raid",Sugarbabe,Sugarheart,Mage,0,,,0,"Mantle of the Wayward Vanquisher",45658,0,,"2023-02-05 00:00:00",1675633423-9-Sugarhe,,,,3,,"2023-02-05 21:47:45",
received,"Main raid",Sugarbabe,Sugarheart,Mage,0,,,0,"Robes of the Umbral Brute",45272,0,,"2023-02-09 00:00:00",1675976852-19-Sugarh,,,,3,,"2023-02-09 22:29:06",
received,"Main raid",Sugarbabe,Sugarheart,Mage,0,,,0,"Scepter of Lost Souls",45511,0,,"2023-02-12 00:00:00",1676237541-16-Sugarh,,,,2,,"2023-02-12 22:40:12",
received,"Main raid",Sugarbabe,Sugarheart,Mage,0,,,0,"Pyrelight Circle",45168,0,,"2023-02-23 00:00:00",1677178636-6-Sugarhe,,,,2,,"2023-02-23 22:16:44",
received,"Main raid",Sugarbabe,Sugarheart,Mage,0,,,0,"Frozen Loop",45451,0,,"2023-02-23 00:00:00",1677182301-25-Sugarh,,,,2,,"2023-02-23 22:16:44",
received,"Main raid",Sugarbabe,Sugarheart,Mage,0,,,0,"Pandora's Plea",45490,0,,"2023-02-26 00:00:00",1677438714-0-Sugarhe,,,,1,,"2023-02-26 21:48:33",
received,"Main raid",Sugarbabe,Sugarheart,Mage,0,,,0,"Scale of Fates",45466,0,,"2023-03-09 00:00:00",1678395752-2-Sugarhe,,,,1,,"2023-03-09 22:02:12",
received,"Main raid",Sugarbabe,Sugarheart,Mage,0,,,0,"Leggings of the Enslaved Idol",45488,0,,"2023-03-09 00:00:00",1678397305-8-Sugarhe,,,,2,,"2023-03-09 22:02:12",
received,"Main raid",Sugarbabe,Sugarheart,Mage,0,,,0,"Archivum Data Disc",45857,0,,"2023-03-23 00:00:00",1679601983-21-Sugarh,,,,,,"2023-03-23 21:58:59",
received,"Main raid",Sugarbabe,Sugarheart,Mage,0,,,0,"Starwatcher's Binding",45619,0,,"2023-05-07 00:00:00",1683481725-1-Sugarhe,,,,1,,"2023-05-07 21:14:51","2023-05-11 13:16:51"
received,"Main raid",Sugarbabe,Sugarheart,Mage,0,,,0,"Treads of the False Oracle",45537,0,,"2023-05-07 00:00:00",1683489639-25-Sugarh,,,,1,,"2023-05-07 21:14:51","2023-05-11 13:16:51"
received,"Main raid",Sugarbabe,Sugarheart,Mage,0,,,1,"Arcanic Tramplers",40558,0,,"2023-01-19 20:46:00",1674160524-81-Sugarh,,,,,,"2023-01-19 20:46:00","2023-01-19 20:46:45"
received,"Main raid",Sugarbabe,Sugarheart,Mage,0,,,2,"Cincture of Polarity",40301,0,,"2023-01-12 22:17:41",1673552442-63-Sugarh,,,,,,"2023-01-12 22:17:41","2023-01-19 20:46:45"
received,"Main raid",Sugarbabe,Sugarheart,Mage,0,,,3,"Leggings of Mortal Arrogance",40398,0,,"2023-01-03 00:00:00",31601376572316581845,,,,,,"2023-01-05 18:52:09","2023-01-19 20:46:45"
received,"Main raid",Sugarbabe,Sugarheart,Mage,0,,,4,"Crown of the Lost Vanquisher",40633,0,,"2022-12-08 00:00:00",1670534470-60-Sugarh,,,,,,"2022-12-08 22:00:26","2023-01-19 20:46:45"
received,"Main raid",Sugarbabe,Sugarheart,Mage,0,,,5,"Lost Jewel",40080,1,,"2022-12-01 00:00:00",1669925344-45-Sugarh,,,,,,"2022-12-01 22:48:29","2023-01-19 20:46:45"
received,"Main raid",Sugarbabe,Sugarheart,Mage,0,,,6,"Breastplate of the Lost Vanquisher",40627,0,,"2022-12-01 00:00:00",1669926791-1-Sugarhe,,,,,,"2022-12-01 22:48:29","2023-01-19 20:46:45"
received,"Main raid",Sugarbabe,Sugarheart,Mage,0,,,7,"Gauntlets of the Lost Vanquisher",40630,0,,"2022-12-01 00:00:00",1669922096-6-Sugarhe,,,,,,"2022-12-01 22:48:29","2023-01-19 20:46:45"
received,"Main raid",Sugarbabe,Sugarheart,Mage,0,,,8,"Gothik's Cowl",40339,1,,"2022-12-01 00:00:00",1669926316-59-Sugarh,,,,,,"2022-12-01 22:48:29","2023-01-19 20:46:45"
received,"Main raid",Sugarbabe,Sugarheart,Mage,0,,,9,"Boots of Impetuous Ideals",40246,0,,"2022-11-24 00:00:00",1669322624-46-Sugarh,,,,,,"2022-11-24 21:48:02","2023-01-19 20:46:45"
received,"Main raid",Sugarbabe,Sugarheart,Mage,0,,,10,"Mantle of Dissemination",40555,1,,"2022-11-24 00:00:00",1669325493-75-Sugarh,,,,,,"2022-11-24 21:48:02","2023-01-19 20:46:45"
received,"Main raid",Sugarbabe,Sugarheart,Mage,0,,,11,"Reins of the Twilight Drake",43954,0,,"2022-11-17 00:00:00",1668712512-3-Sugarhe,,,,,,"2022-11-17 21:57:26","2023-01-19 20:46:45"
received,"Main raid",Sugarbabe,Sugarheart,Mage,0,,,12,"Legplates of the Lost Vanquisher",40636,0,,"2022-11-17 00:00:00",1668714990-22-Sugarh,,,,,,"2022-11-17 21:57:26","2023-01-19 20:46:45"
received,"Main raid",Sugarbabe,Sugarheart,Mage,0,,,13,"Surplus Limb",40273,0,,"2022-11-17 00:00:00",1668713132-12-Sugarh,,,,,,"2022-11-17 21:57:26","2023-01-19 20:46:45"
received,"Main raid",Sugarbabe,Sugarheart,Mage,0,,,14,"The Sanctum's Flowing Vestments",44002,0,,"2022-11-10 00:00:00",166810876844002-Suga,,,,,,"2022-11-10 22:24:03","2023-01-19 20:46:45"
received,"Main raid",Sugarbabe,Sugarheart,Mage,0,,,15,"Faerlina's Madness",39732,0,,"2022-11-10 00:00:00",166811556539732-Suga,,,,,,"2022-11-10 22:24:03","2023-01-19 20:46:45"
received,"Main raid",Sugarbabe,Sugarheart,Mage,0,,,16,"Bindings of the Expansive Mind",40325,0,,"2022-11-10 00:00:00",166811279840325-Suga,,,,,,"2022-11-10 22:24:03","2023-01-19 20:46:45"
received,"Main raid",Sugarbabe,Sugarheart,Mage,0,,,17,"Plague Igniter",40284,0,,"2022-11-03 00:00:00",166750487040284-Suga,,,,,,"2022-11-03 22:46:29","2023-01-19 20:46:45"
received,"Main raid",Sugarbabe,Sugarheart,Mage,0,,,18,"Shroud of Luminosity",40251,0,,"2022-11-03 00:00:00",166750894440251-Suga,,,,,,"2022-11-03 22:46:29","2023-01-19 20:46:45"
received,"Main raid",Sugarbabe,Sugarheart,Mage,0,,,19,"Leggings of Atrophy",39720,0,,"2022-11-03 00:00:00",166750570939720-Suga,,,,,,"2022-11-03 22:46:29","2023-01-19 20:46:45"
received,"Main raid",Sugarbabe,Sugarheart,Mage,0,,,20,"Dying Curse",40255,0,,"2023-01-19 20:46:45",,,,,,,"2023-01-19 20:46:45","2023-01-19 20:46:45"
received,"Main raid",Thesecond/Asiull,Thesecond,Warlock,0,,,0,"Raiments of the Iron Council",45240,0,,"2023-01-22 00:00:00",1674418155-13-Thesec,,,,3,,"2023-01-24 08:44:19",
received,"Main raid",Thesecond/Asiull,Thesecond,Warlock,0,,,0,"Legplates of the Wayward Conqueror",45653,0,,"2023-01-22 00:00:00",1674424263-37-Thesec,,,,2,,"2023-01-24 08:44:19",
